"Номер","Дата измерения","TypeOfSample","Matrix","MatrixDescription","AnalysisProgram","AnalysisProgramDescription","AnalysisMode","TaskNumber","TaskName","MaterialName","ID1","ID2","ID3","ID4","ID5","ID6","Comment","Average"
"94716","2 февр. 2018 г., 16:33","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","3-18-29-К","ЭИ437БУ","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94717","2 февр. 2018 г., 17:10","P","FE","--","FE 4","NiCr Steel, Incoloy 800","2","001","Routine Analysis","--","6-18-2-326-8","ЭИ703","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94718","2 февр. 2018 г., 17:31","P","NI","--","NI1RUSPOLIMET","NI99-Pure Nickel","2","001","Routine Analysis","--","6094","Н-1У","ПЛАСТИНА","ОТК БВП","Хохлова И.Э.","--","--","Z"
"94719","2 февр. 2018 г., 17:43","P","FE","--","FE 4","NiCr Steel, Incoloy 800","2","001","Routine Analysis","--","6-18-2-326-К","ЭИ703","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94720","3 февр. 2018 г., 18:10","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","Р12 535","--","--","--","--","--","--","Z"
"94721","3 февр. 2018 г., 18:12","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","Е181-08(1) 1Д","ЭИ962-Ш","ТЕМПЛЕТ","ЦСЭМ","Богатова Е.М.","--","--","Z"
"94722","3 февр. 2018 г., 18:13","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","Е181-10(1) 1Д","ЭИ962-Ш","ТЕМПЛЕТ","ЦСЭМ","Богатова Е.М.","--","--","Z"
"94723","4 февр. 2018 г., 23:10","P","FE","--","FE 9","Cast Iron","2","001","Routine Analysis","--","И18-01-К","ЧУГУН","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94724","5 февр. 2018 г., 8:19","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И18-02-К","ПРОМЫВОЧНАЯ","--","--","Куницына И.А.","--","--","Z"
"94725","5 февр. 2018 г., 12:30","T","FE","--","FE 7","High Speed + Tool Steel","2","110","Типовая рекалиб. проба","--","РГ 10","--","--","--","--","--","--","Z"
"94726","5 февр. 2018 г., 12:32","P","FE","--","FE 7","High Speed + Tool Steel","2","001","Routine Analysis","--","СО","РГ15","--","--","Куницына И.А.","--","--","Z"
"94727","5 февр. 2018 г., 12:34","P","FE","--","FE 7","High Speed + Tool Steel","2","001","Routine Analysis","--","СО","1263А","--","--","Лунькова О.В.","--","--","Z"
"94728","5 февр. 2018 г., 12:35","P","FE","--","FE 7","High Speed + Tool Steel","2","001","Routine Analysis","--","СО","1263","--","--","Лунькова О.В.","--","--","Z"
"94729","5 февр. 2018 г., 12:38","P","FE","--","FE 7","High Speed + Tool Steel","2","001","Routine Analysis","--","СО","1264А","--","--","Лунькова О.В.","--","--","Z"
